ID,Age,Gender,Education,Country,Ethnicity,Neuroticism,Extraversion,Openness to experience,Agreeableness,Conscientiousness,Impulsiveness,Sensation seeking,Alcohol,Amphetamine,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Meth,Mushrooms,Nicotine,Semeron,Volatile substance abuse
1170,45-54,Male,Professional certificate/ diploma,USA,White,28,22,19,10,16,5,7,5,6,2,3,6,2,6,1,0,0,0,2,0,2,3,2,1,0,0
1171,35-44,Female,University degree,USA,White,13,31,29,31,26,2,5,6,0,0,0,6,3,6,2,0,2,1,2,0,1,0,2,5,0,0
1172,35-44,Male,"Some college or university, no certificate or degree",USA,White,25,19,20,18,25,2,7,3,0,0,5,6,6,5,0,0,0,0,0,0,1,6,2,6,0,1
1173,18-24,Male,"Some college or university, no certificate or degree",USA,White,21,24,13,27,30,6,7,5,3,0,3,6,6,5,3,0,3,4,3,2,0,3,2,3,0,3
1174,18-24,Female,"Some college or university, no certificate or degree",USA,White,28,24,29,27,28,1,6,4,0,0,3,6,6,6,0,0,2,0,0,2,2,0,0,3,0,2
1175,18-24,Male,"Some college or university, no certificate or degree",USA,Other,24,17,26,21,31,3,8,4,5,0,6,6,6,6,6,1,3,3,3,2,3,3,3,6,0,0
1176,25-34,Male,Masters degree,USA,White,27,17,20,17,31,8,10,6,6,0,0,6,4,6,0,0,0,0,0,1,1,0,0,5,0,0
1177,18-24,Male,"Some college or university, no certificate or degree",USA,Other,11,23,14,28,22,3,8,3,3,0,0,6,4,5,0,0,4,0,0,4,4,2,3,0,0,0
1178,18-24,Male,"Some college or university, no certificate or degree",Other,White,32,22,20,14,17,1,6,5,2,0,6,2,3,5,3,0,3,0,0,5,0,5,0,0,0,0
1179,25-34,Female,"Some college or university, no certificate or degree",USA,White,19,25,21,33,25,7,7,5,0,0,3,6,2,5,1,0,1,0,0,0,1,0,1,0,0,0
1180,25-34,Female,Masters degree,USA,White,43,26,31,4,14,8,10,4,6,0,4,6,4,6,4,0,1,3,1,4,1,4,0,3,0,2
1181,18-24,Male,"Some college or university, no certificate or degree",USA,White,16,21,16,28,22,3,2,0,3,0,4,6,6,3,0,0,0,0,0,3,3,6,3,0,0,0
1182,18-24,Male,"Some college or university, no certificate or degree",USA,White,22,11,22,19,22,2,7,2,0,0,0,3,6,6,0,0,2,0,2,2,2,0,2,0,0,0
1183,25-34,Male,"Some college or university, no certificate or degree",Other,White,40,20,16,20,16,4,7,5,3,2,3,6,4,6,4,0,0,0,0,0,3,2,3,3,0,0
1184,25-34,Female,Professional certificate/ diploma,Australia,White,28,20,16,36,18,5,6,6,3,2,3,6,4,6,3,0,3,0,4,4,4,3,4,5,0,0
1185,18-24,Male,University degree,USA,White,19,30,26,21,35,2,5,5,3,0,3,6,6,5,0,0,4,0,4,3,3,0,3,0,0,0
1186,45-54,Male,Left school at 16 years,USA,White,22,14,19,29,26,3,8,4,1,0,5,6,5,4,1,0,0,0,0,0,1,6,0,1,0,1
1187,18-24,Male,"Some college or university, no certificate or degree",USA,White,32,21,24,17,17,6,8,5,5,0,3,6,5,5,0,0,3,3,0,4,0,4,0,6,0,3
1188,18-24,Male,"Some college or university, no certificate or degree",Other,White,14,27,22,27,18,8,7,6,0,0,2,5,4,6,0,0,3,0,0,5,0,0,3,4,0,0
1189,25-34,Female,University degree,UK,White,36,21,26,26,24,4,6,5,0,2,0,6,3,6,0,0,0,0,0,2,0,0,0,2,0,1
1190,55-64,Female,Doctorate degree,USA,White,20,26,23,20,24,3,6,6,1,2,2,6,6,6,2,1,2,1,1,5,2,0,3,6,0,0
1191,18-24,Male,"Some college or university, no certificate or degree",Canada,White,13,32,23,19,24,7,7,4,4,0,0,6,6,5,6,0,4,0,0,3,0,0,3,6,0,0
1192,18-24,Male,Masters degree,USA,White,6,25,25,34,30,2,4,5,0,0,0,6,5,5,2,0,3,0,0,2,3,0,0,2,0,0
1193,18-24,Female,"Some college or university, no certificate or degree",USA,White,30,27,23,24,4,8,9,3,6,2,0,6,0,6,0,0,0,0,4,4,0,2,0,4,0,0
1194,18-24,Male,Left school at 18 years,Canada,White,39,12,23,26,15,8,9,6,6,2,5,4,6,4,3,2,3,0,3,0,0,0,3,6,0,0
1195,18-24,Male,"Some college or university, no certificate or degree",USA,White,2,30,27,33,20,4,7,5,3,0,0,4,5,4,0,0,3,0,0,3,3,0,0,5,0,0
1196,35-44,Male,University degree,USA,White,27,24,25,16,27,5,9,5,2,0,5,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0
1197,18-24,Male,"Some college or university, no certificate or degree",USA,White,33,20,20,20,11,6,7,5,3,0,5,6,2,6,0,0,5,0,0,5,2,0,5,5,0,0
1198,18-24,Male,"Some college or university, no certificate or degree",USA,White,29,21,16,18,20,3,8,4,3,0,0,6,6,5,3,0,3,0,0,3,0,0,3,5,0,0
1199,25-34,Male,University degree,Canada,White,15,21,19,10,22,5,1,0,6,0,0,3,0,6,0,0,0,0,0,0,0,6,0,0,0,0
1200,25-34,Male,Left school at 16 years,USA,White,20,4,15,23,26,1,3,5,0,0,3,6,6,3,2,0,2,0,0,0,0,5,3,6,0,0
1201,18-24,Male,"Some college or university, no certificate or degree",USA,White,43,2,11,25,9,5,9,3,0,0,0,6,4,5,0,0,0,0,0,6,0,0,3,6,0,0
1202,25-34,Female,University degree,Other,White,25,11,23,29,11,3,3,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1203,18-24,Male,"Some college or university, no certificate or degree",USA,White,27,29,31,18,19,7,10,5,4,4,4,5,6,4,5,0,4,6,0,4,3,4,4,5,0,0
1204,18-24,Male,"Some college or university, no certificate or degree",USA,White,17,28,22,16,18,3,8,6,0,0,0,6,6,5,0,0,2,0,4,2,4,2,3,2,0,0
1205,18-24,Male,Left school at 18 years,USA,Mixed-White/Asian,28,26,18,14,22,5,9,5,3,0,4,6,6,0,3,3,3,5,3,3,3,5,3,6,0,3
1206,25-34,Male,"Some college or university, no certificate or degree",USA,White,32,13,23,16,15,4,8,3,2,0,5,6,6,4,3,0,2,0,0,2,2,5,2,6,0,2
1207,18-24,Female,Left school at 18 years,UK,White,14,19,20,9,13,7,7,5,0,0,0,5,4,6,0,0,0,0,0,2,0,0,0,6,0,2
1208,45-54,Male,University degree,UK,White,19,33,29,32,32,3,5,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1209,18-24,Male,Professional certificate/ diploma,USA,Other,25,23,25,8,33,6,10,6,0,2,3,6,6,5,3,3,0,4,0,3,4,0,5,0,0,0
1210,18-24,Male,"Some college or university, no certificate or degree",Canada,Mixed-White/Black,10,16,24,16,21,5,7,3,3,0,0,3,3,5,0,2,3,0,5,5,3,0,3,3,0,0
1211,45-54,Male,University degree,Australia,White,14,27,17,16,29,6,8,5,4,2,4,6,3,5,3,0,4,0,0,1,3,0,0,0,0,0
1212,18-24,Male,"Some college or university, no certificate or degree",Canada,White,11,30,24,19,18,6,7,5,0,0,0,6,6,5,0,0,0,0,0,4,0,0,4,2,0,0
1213,18-24,Male,"Some college or university, no certificate or degree",Other,White,21,15,22,20,16,1,8,5,0,0,0,3,3,4,0,0,0,0,0,3,5,0,0,3,0,0
1214,18-24,Female,"Some college or university, no certificate or degree",Canada,White,33,24,24,22,8,1,7,4,6,0,0,5,3,4,3,0,4,0,0,2,0,0,0,4,0,2
1215,18-24,Male,"Some college or university, no certificate or degree",Australia,White,21,24,24,20,24,4,8,5,4,3,4,6,6,6,0,2,4,0,2,4,5,0,4,5,0,4
1216,35-44,Female,Professional certificate/ diploma,UK,White,31,26,10,17,25,7,8,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,3,0,0
1217,25-34,Male,Professional certificate/ diploma,USA,White,36,19,26,23,17,6,8,6,6,0,5,6,6,6,2,0,2,2,0,5,4,5,3,6,0,0
1218,18-24,Male,Professional certificate/ diploma,Canada,White,22,32,29,24,13,5,8,5,4,0,0,6,6,4,0,0,5,0,0,4,3,0,3,0,0,0
1219,18-24,Male,"Some college or university, no certificate or degree",USA,White,28,27,18,17,24,4,8,5,4,3,2,5,5,6,2,0,4,0,0,5,3,0,3,3,0,0
1220,25-34,Female,Masters degree,USA,White,27,31,19,18,16,4,4,5,5,0,5,5,5,6,4,0,3,0,3,0,2,4,4,2,0,0
1221,18-24,Female,"Some college or university, no certificate or degree",Other,White,12,24,25,15,12,2,8,4,0,0,4,6,3,5,0,0,0,0,6,0,4,0,4,3,0,0
1222,18-24,Female,Professional certificate/ diploma,USA,White,34,29,22,12,17,6,7,4,3,0,6,4,5,5,3,0,3,2,0,3,0,6,2,6,0,2
1223,18-24,Female,Left school at 18 years,USA,White,34,21,21,13,19,6,9,6,3,0,3,5,6,5,4,0,6,0,0,6,4,0,3,6,0,3
1224,18-24,Male,"Some college or university, no certificate or degree",USA,White,21,27,22,20,24,7,9,5,3,0,5,6,6,6,3,3,3,0,3,3,3,5,3,6,0,0
1225,25-34,Male,Doctorate degree,USA,White,19,5,4,22,23,3,2,5,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1226,18-24,Female,"Some college or university, no certificate or degree",USA,White,33,21,20,23,21,3,5,5,2,0,0,5,3,5,0,0,3,0,0,5,0,4,3,0,0,0
1227,18-24,Male,University degree,USA,White,30,32,24,24,30,4,10,6,5,0,4,6,5,3,4,0,3,0,0,3,0,0,3,6,0,2
1228,25-34,Female,University degree,USA,White,29,27,28,22,13,5,5,5,3,0,3,6,6,4,2,2,2,0,2,2,2,2,2,3,0,0
1229,35-44,Male,Left school at 16 years,USA,White,35,19,21,27,12,1,5,2,2,0,2,3,3,6,2,2,3,1,0,2,1,0,1,6,0,1
1230,18-24,Male,"Some college or university, no certificate or degree",USA,Mixed-White/Black,14,35,28,24,28,5,7,3,0,0,0,3,5,4,0,0,0,0,0,3,0,0,0,3,0,0
1231,18-24,Female,Left school at 18 years,USA,White,25,24,27,20,23,4,6,6,3,0,2,4,6,5,3,3,3,0,3,3,3,2,3,3,0,0
1232,18-24,Female,University degree,Other,Other,34,14,27,9,20,7,9,6,2,0,2,5,6,4,3,0,3,0,0,0,3,0,0,6,0,2
1233,18-24,Female,"Some college or university, no certificate or degree",Other,White,39,20,23,27,27,4,6,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0
1234,18-24,Male,University degree,UK,White,31,20,24,27,23,4,7,5,4,4,3,6,4,4,5,0,4,0,5,5,0,5,3,6,0,0
1235,18-24,Male,"Some college or university, no certificate or degree",USA,White,24,15,20,25,28,1,1,4,2,0,3,2,6,4,3,0,3,0,0,0,3,3,3,3,0,0
1236,55-64,Male,Masters degree,USA,White,25,27,24,21,28,3,3,5,1,1,3,6,1,6,1,0,1,0,0,0,1,0,1,1,0,1
1237,45-54,Female,Masters degree,UK,White,9,28,28,27,24,3,1,5,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1238,18-24,Male,University degree,USA,White,24,28,26,20,32,4,4,4,0,0,4,6,6,5,0,0,0,0,0,0,0,4,0,0,0,0
1239,25-34,Male,Left school at 18 years,USA,White,27,25,26,30,18,5,6,5,2,5,2,6,6,5,2,1,3,0,0,4,3,0,2,6,0,2
1240,18-24,Female,University degree,UK,White,23,24,23,14,27,5,8,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1241,45-54,Female,"Some college or university, no certificate or degree",UK,White,28,23,22,27,24,5,4,2,1,0,5,6,1,6,0,0,0,0,0,0,1,0,1,6,0,0
1242,35-44,Female,University degree,UK,White,34,13,17,22,17,3,4,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1243,25-34,Female,University degree,UK,White,12,28,11,16,23,3,7,3,2,1,1,6,1,4,2,0,2,0,0,0,1,0,0,2,0,1
1244,45-54,Female,University degree,UK,White,15,9,10,32,30,1,4,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,1,0,0,0
1245,25-34,Female,University degree,UK,White,29,23,13,24,13,2,4,6,3,0,0,6,2,6,0,0,2,0,0,0,0,0,1,6,0,1
1246,45-54,Female,University degree,UK,White,12,34,20,24,36,1,3,4,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,1,0,0
1247,45-54,Female,Professional certificate/ diploma,UK,White,12,21,4,33,14,1,1,3,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1248,55-64,Male,University degree,UK,White,25,19,14,20,14,5,6,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0
1249,45-54,Female,Professional certificate/ diploma,UK,White,18,21,18,31,28,1,5,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1250,45-54,Female,Masters degree,UK,White,19,22,29,23,30,8,8,5,0,0,3,6,1,6,0,0,0,0,0,0,1,0,1,6,0,0
1251,35-44,Female,Masters degree,UK,White,15,22,23,20,31,2,4,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1252,45-54,Female,Doctorate degree,UK,Mixed-White/Asian,31,22,28,20,29,5,8,6,1,0,3,6,2,4,0,0,0,0,0,0,0,0,0,2,0,0
1253,35-44,Female,Left school at 17 years,UK,White,27,11,6,16,13,1,0,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1254,35-44,Female,University degree,UK,White,20,14,6,25,22,1,2,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0
1255,25-34,Female,University degree,UK,Other,24,17,18,20,19,3,5,3,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1256,45-54,Female,University degree,UK,White,37,18,22,32,25,1,4,6,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1257,35-44,Female,University degree,UK,White,14,19,20,14,28,6,7,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1258,25-34,Female,Masters degree,UK,White,38,14,15,17,24,2,4,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1259,25-34,Female,Doctorate degree,UK,White,15,28,16,19,24,1,3,3,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1260,45-54,Female,Masters degree,UK,White,20,17,17,15,23,8,7,3,0,0,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1261,45-54,Female,University degree,UK,White,17,25,18,25,18,4,7,5,1,1,1,6,6,4,1,1,3,0,0,0,1,0,1,1,0,0
1262,25-34,Female,"Some college or university, no certificate or degree",UK,White,38,19,27,30,18,8,6,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1263,25-34,Female,Professional certificate/ diploma,UK,White,27,29,13,24,28,5,8,6,1,1,0,6,3,5,2,0,1,0,0,0,0,0,0,6,0,0
1264,45-54,Female,University degree,UK,White,24,22,15,25,28,2,5,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,1,1,0,0
1265,25-34,Female,Professional certificate/ diploma,UK,White,20,17,12,27,24,5,7,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1266,35-44,Female,Left school at 16 years,UK,White,16,23,12,21,26,4,5,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1267,25-34,Female,Masters degree,UK,White,41,16,18,11,8,7,10,5,2,2,3,6,2,5,3,0,3,0,5,0,0,0,0,5,0,0
1268,35-44,Female,Professional certificate/ diploma,UK,White,25,15,17,27,26,1,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1269,35-44,Female,University degree,UK,White,28,23,12,12,24,4,7,5,2,0,0,5,0,5,2,0,2,0,0,0,0,0,0,0,0,0
1270,25-34,Female,Masters degree,UK,White,23,20,17,34,26,1,4,5,0,1,0,6,1,6,0,0,0,0,0,0,0,0,0,2,0,1
1271,25-34,Female,Professional certificate/ diploma,UK,White,12,22,12,29,25,2,4,3,2,2,3,3,3,3,3,0,3,0,0,0,2,0,2,3,0,0
1272,55-64,Female,University degree,UK,White,22,22,21,28,20,6,2,6,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
1273,35-44,Female,"Some college or university, no certificate or degree",Other,White,40,16,7,28,16,4,0,4,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1274,35-44,Male,Doctorate degree,Other,White,40,22,26,16,21,3,5,4,0,0,1,5,0,5,0,0,0,0,0,0,0,3,0,0,0,1
1275,35-44,Female,Masters degree,UK,White,14,24,23,21,28,3,5,5,1,1,0,6,2,5,1,0,1,0,0,1,0,0,1,3,0,0
1276,45-54,Female,Professional certificate/ diploma,UK,White,9,18,8,24,35,2,6,3,6,2,4,5,2,6,2,0,5,0,2,3,2,0,2,1,0,0
1277,18-24,Male,"Some college or university, no certificate or degree",USA,White,19,30,24,19,15,5,9,5,3,0,0,5,6,6,0,0,3,0,0,4,5,2,0,5,0,0
1278,25-34,Female,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,23,32,32,17,20,7,9,5,2,0,3,6,6,6,2,2,0,2,0,0,3,6,3,2,0,1
1279,35-44,Female,Professional certificate/ diploma,USA,White,13,21,25,29,31,1,6,4,1,0,2,4,4,4,2,1,1,1,0,0,1,1,2,6,0,0
1280,18-24,Female,University degree,UK,Asian,30,24,12,25,20,5,4,5,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,4
1281,18-24,Male,University degree,UK,Asian,32,27,14,8,30,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,18-24,Male,"Some college or university, no certificate or degree",USA,White,12,34,22,30,27,3,5,4,0,0,0,6,5,5,0,0,3,0,0,2,0,0,4,3,0,0
1283,18-24,Female,"Some college or university, no certificate or degree",UK,Other,11,23,21,24,22,2,6,4,5,3,4,6,6,6,3,0,3,0,3,5,0,0,5,6,0,0
1284,18-24,Female,"Some college or university, no certificate or degree",USA,White,32,8,23,15,9,8,9,4,5,0,4,6,5,6,4,0,0,0,0,3,0,3,0,6,0,2
1285,18-24,Male,"Some college or university, no certificate or degree",USA,White,42,16,20,15,14,2,2,6,0,0,0,6,6,6,4,0,6,0,0,3,0,6,0,5,0,0
1286,18-24,Male,"Some college or university, no certificate or degree",USA,Mixed-White/Black,8,35,34,28,26,7,9,5,6,0,3,4,6,6,4,0,3,4,0,6,6,5,3,6,0,2
1287,18-24,Male,"Some college or university, no certificate or degree",USA,White,31,26,15,13,20,8,8,3,0,0,3,5,6,5,2,0,2,2,0,0,0,6,2,6,0,0
1288,35-44,Female,University degree,USA,White,18,26,32,20,23,6,9,6,1,0,2,6,2,6,1,1,1,1,0,2,1,5,1,2,0,0
1289,18-24,Female,"Some college or university, no certificate or degree",USA,White,23,29,20,16,21,3,7,4,0,0,0,2,6,5,0,0,5,0,0,3,5,0,3,6,0,0
1290,18-24,Male,Masters degree,UK,White,19,25,26,22,29,3,6,5,2,3,3,6,5,6,3,0,4,0,5,5,3,0,4,5,0,0
1291,18-24,Male,"Some college or university, no certificate or degree",Other,Other,35,11,20,16,16,4,8,5,0,5,6,5,3,5,4,0,3,0,0,6,3,6,0,5,0,5
1292,25-34,Male,Professional certificate/ diploma,UK,White,21,28,22,21,25,8,9,5,3,3,0,6,6,4,6,2,5,0,2,3,2,0,2,6,0,0
1293,25-34,Male,"Some college or university, no certificate or degree",USA,White,41,15,23,12,14,7,9,5,0,2,2,6,4,0,3,2,3,2,2,2,2,0,2,6,0,2
1294,25-34,Female,Masters degree,USA,White,31,36,28,18,33,6,10,6,2,0,5,6,6,5,4,0,4,0,3,2,4,0,5,6,0,5
1295,18-24,Female,"Some college or university, no certificate or degree",USA,White,41,6,25,18,16,3,4,5,0,0,0,6,6,6,0,0,3,0,0,0,4,3,3,3,0,0
1296,18-24,Male,"Some college or university, no certificate or degree",USA,White,24,19,28,28,15,2,8,4,3,4,2,6,6,6,0,3,0,0,0,3,0,4,5,3,0,2
1297,18-24,Female,"Some college or university, no certificate or degree",USA,White,20,26,19,17,32,3,6,6,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,5,0,0
1298,18-24,Male,"Some college or university, no certificate or degree",USA,Other,20,23,24,22,20,4,9,4,3,0,3,3,6,6,3,3,3,3,2,3,3,3,3,5,0,0
1299,35-44,Female,University degree,USA,White,7,26,24,14,20,5,6,6,1,0,6,6,3,6,3,0,1,0,0,3,1,6,1,6,0,0
1300,25-34,Male,"Some college or university, no certificate or degree",USA,White,33,22,30,24,26,5,9,3,2,0,2,6,3,4,2,0,2,0,0,3,2,2,2,3,0,2
1301,35-44,Female,"Some college or university, no certificate or degree",USA,White,18,16,29,25,19,3,6,3,6,2,6,5,4,5,2,0,3,2,3,2,2,3,2,6,0,2
1302,18-24,Female,"Some college or university, no certificate or degree",USA,White,26,31,21,29,31,4,3,3,0,0,0,5,6,5,0,0,0,0,0,0,4,0,0,3,0,0
1303,18-24,Male,University degree,USA,White,17,32,29,32,31,1,6,5,0,0,2,6,3,6,0,0,2,0,0,2,0,0,0,6,0,0
1304,35-44,Male,University degree,Australia,White,23,19,13,19,27,1,0,5,4,4,4,6,2,4,4,0,4,0,3,6,3,3,3,2,0,3
1305,18-24,Female,"Some college or university, no certificate or degree",USA,White,19,28,30,29,13,7,7,5,3,0,0,5,6,5,0,0,4,0,0,3,4,0,3,6,0,0
1306,18-24,Male,"Some college or university, no certificate or degree",Australia,White,46,5,27,23,5,4,3,6,0,0,2,6,6,6,0,0,3,0,0,0,5,0,0,2,0,2
1307,25-34,Male,"Some college or university, no certificate or degree",USA,White,20,27,31,19,26,4,8,4,6,0,3,5,6,5,0,0,0,0,0,3,0,2,4,6,0,0
1308,25-34,Male,Masters degree,UK,White,15,14,19,18,25,3,5,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,3,0,0
1309,25-34,Female,University degree,Other,Other,20,26,21,26,24,5,7,5,0,0,3,6,5,3,4,0,0,0,0,0,3,0,3,6,0,0
1310,25-34,Female,Masters degree,Republic of Ireland,White,11,39,25,36,26,5,10,5,2,0,2,6,2,6,0,0,0,0,0,0,0,0,0,3,0,2
1311,18-24,Male,Left school at 16 years,Other,White,29,17,13,18,22,5,7,5,3,4,4,6,3,4,1,0,2,0,0,3,0,0,0,6,0,0
1312,18-24,Female,"Some college or university, no certificate or degree",UK,White,21,25,22,26,29,3,6,6,0,2,0,5,3,6,0,0,0,0,0,0,0,0,0,6,0,0
1313,35-44,Female,Masters degree,USA,White,14,35,26,20,35,2,6,6,0,0,3,6,6,6,0,0,2,0,0,2,1,0,2,6,0,1
1314,18-24,Female,"Some college or university, no certificate or degree",USA,White,12,37,3,13,13,8,9,6,6,0,0,6,4,5,3,0,6,0,3,3,0,0,3,0,0,0
1315,35-44,Male,University degree,USA,White,15,29,24,29,31,5,9,6,2,1,1,6,5,6,2,0,1,0,0,0,3,0,2,6,0,1
1316,18-24,Male,University degree,Other,White,8,30,25,21,32,3,7,2,5,2,0,5,5,5,0,0,0,0,0,2,3,0,3,3,0,0
1317,25-34,Male,Professional certificate/ diploma,USA,White,15,22,25,11,21,3,5,5,3,0,0,6,6,5,3,0,2,0,0,3,2,0,3,6,0,0
1318,25-34,Female,University degree,UK,White,24,28,8,14,28,2,4,5,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,6,0,0
1319,18-24,Female,"Some college or university, no certificate or degree",USA,Asian,28,14,17,29,23,6,9,5,3,0,0,6,2,4,4,0,5,0,0,2,5,0,4,5,0,4
1320,35-44,Male,University degree,USA,White,17,21,18,22,32,3,6,6,1,0,1,6,2,2,2,2,2,0,0,3,1,1,6,6,0,1
1321,18-24,Male,"Some college or university, no certificate or degree",USA,White,32,29,19,21,22,7,8,5,0,0,0,6,5,5,0,0,3,0,0,4,3,0,3,5,0,0
1322,18-24,Female,"Some college or university, no certificate or degree",USA,Other,19,28,32,28,22,1,3,4,6,0,0,5,4,4,3,0,4,0,0,3,0,0,0,0,0,0
1323,18-24,Female,University degree,Other,White,26,25,33,26,11,4,5,5,0,0,1,6,5,6,0,0,0,0,0,0,0,5,0,3,0,0
1324,35-44,Male,"Some college or university, no certificate or degree",USA,White,34,13,19,25,33,2,3,1,1,0,1,6,1,3,2,2,1,2,0,3,3,2,4,2,0,0
1325,18-24,Female,"Some college or university, no certificate or degree",USA,White,28,19,27,26,16,4,4,4,0,0,0,6,5,5,4,0,3,0,0,3,0,3,4,5,0,0
1326,18-24,Male,Professional certificate/ diploma,Australia,White,30,9,22,24,20,2,9,4,4,0,3,6,5,5,0,0,3,0,0,4,4,0,3,0,0,0
1327,18-24,Male,Professional certificate/ diploma,Canada,White,15,25,29,21,21,7,10,4,0,0,0,5,6,5,2,0,2,0,0,4,0,0,2,4,0,0
1328,18-24,Male,"Some college or university, no certificate or degree",USA,White,12,21,21,31,31,4,5,4,0,0,0,6,6,5,0,0,0,0,0,3,0,0,0,4,0,0
1329,18-24,Female,University degree,USA,White,17,28,27,34,26,3,5,5,3,0,4,6,6,5,4,2,4,3,3,3,3,6,4,6,0,3
1330,25-34,Female,University degree,UK,White,41,17,28,12,15,6,7,5,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1331,18-24,Male,University degree,USA,Mixed-White/Asian,38,22,20,34,15,5,7,5,3,0,4,6,4,4,3,0,4,3,3,3,3,6,2,5,0,0
1332,35-44,Male,University degree,USA,White,36,15,26,24,19,2,7,2,1,0,2,6,6,5,2,0,0,0,0,5,1,1,1,3,0,1
1333,18-24,Female,Professional certificate/ diploma,Canada,White,41,13,7,17,37,1,2,4,0,0,4,4,5,6,4,0,4,0,3,3,3,0,3,0,0,0
1334,18-24,Male,University degree,USA,White,28,21,23,17,26,5,7,5,2,0,3,5,6,5,3,0,4,3,3,2,5,2,4,5,0,2
1335,25-34,Male,"Some college or university, no certificate or degree",Other,White,3,25,25,37,24,7,8,5,0,0,0,6,6,6,0,0,0,0,0,3,0,0,3,6,0,0
1336,45-54,Male,University degree,USA,White,36,14,23,17,24,2,6,4,0,0,4,6,3,6,1,0,0,0,0,0,0,0,0,3,0,0
1337,18-24,Female,University degree,UK,White,24,33,15,28,32,4,4,6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0
1338,18-24,Female,University degree,UK,Black,25,23,17,18,29,4,5,6,0,0,0,4,0,6,0,0,0,0,0,2,0,0,0,0,0,0
1339,35-44,Male,Professional certificate/ diploma,Canada,White,25,26,22,19,29,5,7,6,3,0,3,6,4,4,3,3,3,1,2,6,2,3,2,6,0,1
1340,18-24,Male,Professional certificate/ diploma,USA,White,40,9,18,20,3,7,9,5,2,3,3,5,5,6,3,5,2,6,2,3,4,2,2,6,0,3
1341,18-24,Male,Left school at 18 years,USA,Other,18,41,32,19,30,8,9,5,3,0,4,6,4,6,3,0,2,5,0,3,2,3,2,5,0,0
1342,35-44,Male,Left school at 18 years,USA,Black,31,13,13,21,20,2,7,6,0,0,0,0,6,4,4,6,0,4,0,0,0,0,0,6,0,0
1343,35-44,Female,Doctorate degree,Other,White,20,20,28,24,12,5,7,3,0,0,2,4,3,6,0,0,1,0,0,4,0,2,2,2,0,1
1344,18-24,Male,Professional certificate/ diploma,UK,White,26,27,7,16,17,6,7,5,3,3,3,6,3,5,3,3,3,0,3,3,0,3,3,4,0,0
1345,18-24,Male,Left school at 18 years,Canada,White,37,14,12,6,30,1,5,5,6,0,3,6,6,4,6,4,2,0,3,3,3,3,3,6,0,0
1346,18-24,Male,Left school at 18 years,Other,White,32,30,30,31,26,6,9,5,0,0,0,5,5,5,2,0,0,0,2,5,0,0,0,5,0,0
1347,45-54,Male,"Some college or university, no certificate or degree",USA,White,32,22,23,22,25,4,5,6,0,0,2,6,6,5,1,1,0,0,0,0,4,0,5,6,0,0
